;vac_name;vac_money_from;vac_money_to;vac_money_cur;city;employer_name;employer_url;employer_url_vacancy;addr_metro;addr_street;addr_build;addr_lng;addr_lat
0;Python-разработчик;120000.0;;RUR;Санкт-Петербург;ТаймВэб;https://api.hh.ru/employers/230159;https://hh.ru/vacancy/40573887;;;;;
1;Python Developer;2500.0;4000.0;USD;Санкт-Петербург;ОнТаргет ЛАБС;https://api.hh.ru/employers/850334;https://hh.ru/vacancy/40473376;;;;;
2;Python developer;70000.0;110000.0;RUR;Санкт-Петербург;Энерджи Софт;https://api.hh.ru/employers/1316284;https://hh.ru/vacancy/40528589;;Ковенский переулок;19-21;30.361449;59.937157
3;Data Scientist;150000.0;200000.0;RUR;Санкт-Петербург;Софтвайс;https://api.hh.ru/employers/4295296;https://hh.ru/vacancy/40351163;;Чкаловский проспект;50;30.299339;59.967358
4;Python developer удаленно;150000.0;200000.0;RUR;Санкт-Петербург;B2Broker;https://api.hh.ru/employers/2234168;https://hh.ru/vacancy/37227041;Горьковская;;;;
5;Python разработчик (удаленно);140000.0;160000.0;RUR;Санкт-Петербург;АКМЭ сервис;https://api.hh.ru/employers/157761;https://hh.ru/vacancy/39648870;Московские ворота;Лиговский проспект;;30.348055;59.911534
6;Middle разработчик Python / Django (удалённо);60000.0;120000.0;RUR;Санкт-Петербург;Диджитал Пайн;https://api.hh.ru/employers/1514066;https://hh.ru/vacancy/40666795;;;;;
7;Python-разработчик;200000.0;;RUR;Санкт-Петербург;Новакид РУС;https://api.hh.ru/employers/851716;https://hh.ru/vacancy/39635173;;;;;
8;Senior Python developer;150000.0;220000.0;RUR;Санкт-Петербург;First_Line;https://api.hh.ru/employers/3863113;https://hh.ru/vacancy/38779122;;;;;
9;Senior/ Программист Python;150000.0;;RUR;Санкт-Петербург;Digift;https://api.hh.ru/employers/3881763;https://hh.ru/vacancy/37951732;Старая Деревня;улица Савушкина;83к3;30.250013;59.985003
10;Разработчик Python;80000.0;120000.0;RUR;Санкт-Петербург;НИИ МАСШТАБ;https://api.hh.ru/employers/841097;https://hh.ru/vacancy/39060999;;Кантемировская улица;5;30.33052;59.981924
11;Python developer;150000.0;200000.0;RUR;Санкт-Петербург;B2Broker;https://api.hh.ru/employers/2234168;https://hh.ru/vacancy/36267290;Горьковская;;;;
12;Python разработчик;150000.0;250000.0;RUR;Санкт-Петербург;LLC ICONIC;https://api.hh.ru/employers/3378161;https://hh.ru/vacancy/40684807;;;;;
13;Machine Learning - Deep Learning engineer;250000.0;;RUR;Санкт-Петербург;БЕТА;https://api.hh.ru/employers/1320845;https://hh.ru/vacancy/40220434;;;;;
14;Разработчик Python;150000.0;200000.0;RUR;Санкт-Петербург;Vilesse;https://api.hh.ru/employers/1510254;https://hh.ru/vacancy/37394225;;;;;
15;Разработчик Python;100000.0;;RUR;Санкт-Петербург;Селфсек;https://api.hh.ru/employers/4920624;https://hh.ru/vacancy/40637168;;;;;
16;Full stack developer (Python, ReactJS);80000.0;140000.0;RUR;Санкт-Петербург;Вечная Молодость;https://api.hh.ru/employers/1881603;https://hh.ru/vacancy/40288144;;;;;
17;Разработчик web-приложений Python;80000.0;240000.0;RUR;Санкт-Петербург;Эшелон-Северо-Запад;https://api.hh.ru/employers/1737940;https://hh.ru/vacancy/40667728;Василеостровская;набережная реки Смоленки;14;30.268051;59.947991
18;QA Automation Engineer (Python) remote;140000.0;200000.0;RUR;Санкт-Петербург;IT_Selection;https://api.hh.ru/employers/747028;https://hh.ru/vacancy/40705064;;;;;
19;Python Web Developer;3500.0;5000.0;USD;Санкт-Петербург;Soshace;https://api.hh.ru/employers/1738507;https://hh.ru/vacancy/40317662;Пионерская;Полевая Сабировская улица;54;30.268518;59.997185
20;Python App Backend Developer;100000.0;160000.0;RUR;Санкт-Петербург;Cindicator;https://api.hh.ru/employers/2068941;https://hh.ru/vacancy/40302006;;;;;
21;Automation QA Engineer / Инженер по автоматизации тестирования;50000.0;120000.0;RUR;Санкт-Петербург;TravelLine;https://api.hh.ru/employers/1136961;https://hh.ru/vacancy/40389363;;;;;
22;PHP разработчик (удаленно);;200000.0;RUR;Санкт-Петербург;Oblivki.biz;https://api.hh.ru/employers/3248356;https://hh.ru/vacancy/40782301;;;;;
23;Data Engineer;120000.0;;RUR;Санкт-Петербург;LuckyGroup;https://api.hh.ru/employers/4471349;https://hh.ru/vacancy/40616758;;;;;
24;Разработчик Python, Java Script;80000.0;120000.0;RUR;Санкт-Петербург;НИИ МАСШТАБ;https://api.hh.ru/employers/841097;https://hh.ru/vacancy/39796769;;Кантемировская улица;5;30.33052;59.981924
25;Python Tech Lead Engineer (Remote);210000.0;260000.0;RUR;Санкт-Петербург;Spark Equation;https://api.hh.ru/employers/1787419;https://hh.ru/vacancy/40605517;;;;;
26;Python Backend/Full-stack developer;120000.0;;RUR;Санкт-Петербург;ATI.SU;https://api.hh.ru/employers/10607;https://hh.ru/vacancy/40536670;Выборгская;Выборгская набережная;47;30.334023;59.973473
27;Senior Python developer;230000.0;;RUR;Санкт-Петербург;Орка Софт;https://api.hh.ru/employers/4246225;https://hh.ru/vacancy/40505634;;Зеленков переулок;7;30.337679;59.971168
28;Automation QA Engineer;150000.0;;RUR;Санкт-Петербург;SPB TV;https://api.hh.ru/employers/955257;https://hh.ru/vacancy/40654387;;;;;
29;Видеоаналитика (computer vision);130000.0;300000.0;RUR;Санкт-Петербург;Медицинские Скрининг Системы;https://api.hh.ru/employers/4588942;https://hh.ru/vacancy/40782822;;Невский проспект;21;30.322111;59.935615
30;Системный инженер / DevOps (удаленно);150000.0;200000.0;RUR;Санкт-Петербург;Git in Sky;https://api.hh.ru/employers/4606255;https://hh.ru/vacancy/40059375;;;;;
31;DevOps Senior (удаленно);180000.0;300000.0;RUR;Санкт-Петербург;BeSmarter;https://api.hh.ru/employers/548873;https://hh.ru/vacancy/40730974;;;;;
32;Middle Full Stack Web Programmer;90000.0;120000.0;RUR;Санкт-Петербург;Естественный Интеллект;https://api.hh.ru/employers/5047284;https://hh.ru/vacancy/40582209;;;;;
33;Senior C++/Python Developer (remote);2800.0;3200.0;USD;Санкт-Петербург;Nitka Technologies;https://api.hh.ru/employers/939874;https://hh.ru/vacancy/40505380;;;;;
34;Инженер-программист;95000.0;;RUR;Санкт-Петербург;МИНИТЕХ;https://api.hh.ru/employers/335913;https://hh.ru/vacancy/40204612;;улица Курчатова;10;30.362212;60.008648
35;Java-разработчик middle;150000.0;;RUR;Санкт-Петербург;ТРИНИТИ;https://api.hh.ru/employers/166611;https://hh.ru/vacancy/40465517;;Ждановская улица;45;30.267485;59.962719
