;vac_name;vac_money_from;vac_money_to;vac_money_cur;city;employer_name;employer_url;employer_url_vacancy;addr_metro;addr_street;addr_build;addr_lng;addr_lat
0;Java Developer (GoLand);200000.0;;RUR;Санкт-Петербург;JetBrains;https://api.hh.ru/employers/9281;https://hh.ru/vacancy/36863880;;;;;
1;Java Developer;140000.0;280000.0;RUR;Санкт-Петербург;Цифровые привычки;https://api.hh.ru/employers/3280416;https://hh.ru/vacancy/40275261;;Аптекарская набережная;18;30.316425;59.978223
2;Java Developer;150000.0;280000.0;RUR;Санкт-Петербург;ТТ ДЕВЕЛОПМЕНТ;https://api.hh.ru/employers/1309504;https://hh.ru/vacancy/40395827;Бухарестская;улица Фучика;4К;30.36258;59.877439
3;Java Developer;120000.0;180000.0;RUR;Санкт-Петербург;Прогресс-Софт;https://api.hh.ru/employers/1575916;https://hh.ru/vacancy/40705678;Чёрная речка;набережная Черной Речки;41;30.308628;59.984917
4;Разработчик Java (Spring Framework);150000.0;;RUR;Санкт-Петербург;Астор;https://api.hh.ru/employers/606;https://hh.ru/vacancy/40626835;;;;;
5;Java Developer (JavaFX);120000.0;280000.0;RUR;Санкт-Петербург;ТТ ДЕВЕЛОПМЕНТ;https://api.hh.ru/employers/1309504;https://hh.ru/vacancy/39799286;Бухарестская;улица Фучика;4К;30.36258;59.877439
6;Android разработчик (Android Developer, Java, Kotlin);130000.0;;RUR;Санкт-Петербург;Asteroid.team;https://api.hh.ru/employers/4492343;https://hh.ru/vacancy/40161298;;;;;
7;Senior Java/Kotlin developer;;300000.0;RUR;Санкт-Петербург;ЛИПТ Софт;https://api.hh.ru/employers/1741760;https://hh.ru/vacancy/39090296;Новочеркасская;Малоохтинский проспект;64Б;30.402825;59.931238
8;Java/Kotlin Разработчик;150000.0;245000.0;RUR;Санкт-Петербург;Russ Outdoor;https://api.hh.ru/employers/2476;https://hh.ru/vacancy/40711336;Чкаловская;улица Красного Курсанта;25Ж;30.279783;59.960269
9;Java developer ( Sr/Md );150000.0;200000.0;RUR;Санкт-Петербург;АРТ-БАНК;https://api.hh.ru/employers/714142;https://hh.ru/vacancy/40165544;;;;;
10;Java / Kotlin Developer;150000.0;;RUR;Санкт-Петербург;Солантек;https://api.hh.ru/employers/1539356;https://hh.ru/vacancy/23473091;Чкаловская;;;;
11;Java-разработчик middle;150000.0;;RUR;Санкт-Петербург;ТРИНИТИ;https://api.hh.ru/employers/166611;https://hh.ru/vacancy/40465517;;Ждановская улица;45;30.267485;59.962719
12;Middle Java-разработчик (Spring Boot) remote;;200000.0;RUR;Санкт-Петербург;АРЕС;https://api.hh.ru/employers/232489;https://hh.ru/vacancy/37524291;;;;;
13;Middle Java Engineer;120000.0;160000.0;RUR;Санкт-Петербург;Spark Equation;https://api.hh.ru/employers/1787419;https://hh.ru/vacancy/40238528;;;;;
14;Senior QA Automation (Java);150000.0;230000.0;RUR;Санкт-Петербург;КардПэй;https://api.hh.ru/employers/2293860;https://hh.ru/vacancy/38892074;;;;;
15;Middle Java Developer;150000.0;;RUR;Санкт-Петербург;Корона Авто;https://api.hh.ru/employers/536301;https://hh.ru/vacancy/37049079;;улица Маршала Говорова;49;30.290185;59.900917
16;Разработчик Java (fullstack);80000.0;150000.0;RUR;Санкт-Петербург;СПЕКТР;https://api.hh.ru/employers/433665;https://hh.ru/vacancy/40354547;Ленинский проспект;Ленинский проспект;160;30.301055;59.852384
17;Android - разработчик;90000.0;160000.0;RUR;Санкт-Петербург;Куберто, OOO;https://api.hh.ru/employers/837826;https://hh.ru/vacancy/39958185;;Троицкий проспект;4В;30.304576;59.91567
18;Java разработчик;120000.0;;RUR;Санкт-Петербург;Cardsmobile (Приложение «Кошелёк»);https://api.hh.ru/employers/2032205;https://hh.ru/vacancy/37983377;Чкаловская;Лодейнопольская улица;;30.2896343042;59.9639582449
19;Android-разработчик (Kotlin);;140000.0;RUR;Санкт-Петербург;Ай Ти Сервис;https://api.hh.ru/employers/3539265;https://hh.ru/vacancy/40687565;Чёрная речка;Торжковская улица;1к2;30.305762;59.986808
20;Middle Java Developer;;160000.0;RUR;Санкт-Петербург;LoyaltyPlant;https://api.hh.ru/employers/660353;https://hh.ru/vacancy/40243322;;Большая Монетная улица;16;30.319758;59.962242
21;Android разработчик (Android Developer, Java);150000.0;150000.0;RUR;Санкт-Петербург;SH MARKETING;https://api.hh.ru/employers/4347875;https://hh.ru/vacancy/40642799;;;;;
22;Back-End разработчик (Java - разработчик);150000.0;200000.0;RUR;Санкт-Петербург;BIV;https://api.hh.ru/employers/1452716;https://hh.ru/vacancy/40356663;Лиговский проспект;улица Марата;51;30.350202;59.923396
23;Java Developer (Middle/Senior);150000.0;200000.0;RUR;Санкт-Петербург;GOOD CALL DEVELOPMENT;https://api.hh.ru/employers/5005333;https://hh.ru/vacancy/40211259;;;;;
24;Java-разработчик;140000.0;180000.0;RUR;Санкт-Петербург;ProfiStaff;https://api.hh.ru/employers/25022;https://hh.ru/vacancy/40583623;;;;;
25;Java разработчик;150000.0;;RUR;Санкт-Петербург;Гаскар Интеграция;https://api.hh.ru/employers/3562798;https://hh.ru/vacancy/40575022;Чернышевская;улица Чайковского;29;30.352268;59.946311
26;Android разработчик;120000.0;180000.0;RUR;Санкт-Петербург;АВАНГАРД;https://api.hh.ru/employers/557534;https://hh.ru/vacancy/40528648;Беговая;Приморский проспект;54к3;30.233061;59.983756
27;Java Developer;170000.0;;RUR;Санкт-Петербург;Инситех;https://api.hh.ru/employers/4022843;https://hh.ru/vacancy/40562562;;;;;
28;Java-разработчик;;250000.0;RUR;Санкт-Петербург;RealTrac Technologies;https://api.hh.ru/employers/1269738;https://hh.ru/vacancy/39827445;Нарвская;набережная Обводного канала;223-225Н;30.270737;59.909779
29;QA Automation Engineer (Java);60000.0;190000.0;RUR;Санкт-Петербург;ТТ ДЕВЕЛОПМЕНТ;https://api.hh.ru/employers/1309504;https://hh.ru/vacancy/39093840;Бухарестская;улица Фучика;4К;30.36258;59.877439
30;Unity разработчик iOS / Android;;150000.0;RUR;Санкт-Петербург;BetaStudio;https://api.hh.ru/employers/2416234;https://hh.ru/vacancy/40602941;Маяковская;;;;
