;addr_build;addr_lat;addr_lng;addr_metro;addr_street;city;employer_name;employer_url;employer_url_vacancy;vac_money_cur;vac_money_from;vac_money_to;vac_name
0;199-201А;59.909567;30.28422;Балтийская;набережная Обводного канала;Санкт-Петербург;Крауд;https://api.hh.ru/employers/1176181;https://hh.ru/vacancy/28335732;RUR;60000.0;80000.0;Старший системный администратор
1;;;;;;Санкт-Петербург;FBS Inc.;https://api.hh.ru/employers/681575;https://hh.ru/vacancy/25539629;RUR;120000.0;200000.0;Системный администратор Linux
2;13З;59.967381;30.287176;Чкаловская;Левашовский проспект;Санкт-Петербург;404 Group;https://api.hh.ru/employers/1085814;https://hh.ru/vacancy/28151562;RUR;80000.0;;Системный администратор
3;21А;59.966015;30.338327;Выборгская;Пироговская наб.;Санкт-Петербург;Cbonds.ru;https://api.hh.ru/employers/3152;https://hh.ru/vacancy/27958205;RUR;65000.0;;Системный администратор
4;;;;;;Санкт-Петербург;Ollis Club (Оллис);https://api.hh.ru/employers/10794;https://hh.ru/vacancy/27504800;RUR;62000.0;92000.0;Системный администратор
5;22а;59.888487;30.327708;Московские ворота;Заставская улица;Санкт-Петербург;ТаймВэб;https://api.hh.ru/employers/230159;https://hh.ru/vacancy/28580957;RUR;80000.0;;Системный администратор Linux
6;64В;59.932175;30.403157;Новочеркасская;Малоохтинский проспект;Санкт-Петербург;KUPIBILET.RU;https://api.hh.ru/employers/950613;https://hh.ru/vacancy/25429713;RUR;80000.0;;Системный администратор Linux
7;;;;Сенная площадь;;Санкт-Петербург;Русский Экспресс;https://api.hh.ru/employers/14986;https://hh.ru/vacancy/28578865;RUR;70000.0;90000.0;Системный администратор Linux / DevOps
8;2;59.980709;30.324276;Петроградская;Кантемировская;Санкт-Петербург;ALM Works;https://api.hh.ru/employers/542183;https://hh.ru/vacancy/28375928;RUR;110000.0;;Системный администратор
9;;59.662081;30.531284;;;Санкт-Петербург;УК Грандо;https://api.hh.ru/employers/2445932;https://hh.ru/vacancy/28438916;RUR;60000.0;80000.0;Старший системный администратор
10;;;;;;Санкт-Петербург;Ласт Левел;https://api.hh.ru/employers/2523802;https://hh.ru/vacancy/28567109;RUR;70000.0;;Системный администратор
11;;;;;;Санкт-Петербург;АртВизио;https://api.hh.ru/employers/1179627;https://hh.ru/vacancy/28123720;RUR;70000.0;100000.0;Системный администратор Linux
12;;;;Чкаловская;;Санкт-Петербург;Маркон;https://api.hh.ru/employers/213055;https://hh.ru/vacancy/28565533;RUR;80000.0;;Старший системный администратор
13;44;59.98994;30.318815;;Сердобольская улица;Санкт-Петербург;Lenvendo;https://api.hh.ru/employers/1227460;https://hh.ru/vacancy/28285801;RUR;70000.0;150000.0;Системный администратор Linux
14;72;59.843638;30.434967;Обухово;ул. Софийская;Санкт-Петербург;Спецторг, торговая компания;https://api.hh.ru/employers/4261;https://hh.ru/vacancy/28585834;RUR;60000.0;80000.0;Системный администратор/Специалист 1C
15;34;59.959106;30.398181;;Свердловская набережная;Санкт-Петербург;Игристые вина;https://api.hh.ru/employers/42084;https://hh.ru/vacancy/28561378;RUR;;80000.0;Системный администратор
16;1к2;59.850305;30.300615;;площадь Конституции;Санкт-Петербург;Переводческая компания ТРАНСТЕХ;https://api.hh.ru/employers/661182;https://hh.ru/vacancy/28273222;RUR;100000.0;150000.0;Ведущий системный администратор
17;1к2;59.850305;30.300615;;площадь Конституции;Санкт-Петербург;Переводческая компания ТРАНСТЕХ;https://api.hh.ru/employers/661182;https://hh.ru/vacancy/28273222;RUR;100000.0;150000.0;Ведущий системный администратор
18;;;;Гражданский проспект;;Санкт-Петербург;Компания, СТЕК;https://api.hh.ru/employers/883571;https://hh.ru/vacancy/28499580;RUR;65000.0;;Старший системный администратор /Инженер
19;;;;;;Санкт-Петербург;Агентство КИТ Консалт;https://api.hh.ru/employers/637743;https://hh.ru/vacancy/28541022;RUR;;80000.0;IT-администратор (системный администратор)
20;224А;60.07652;30.266344;Проспект Просвещения;Выборгское шоссе;Санкт-Петербург;Северо-Запад, фармацевтический холдинг;https://api.hh.ru/employers/167989;https://hh.ru/vacancy/28523321;RUR;90000.0;;Системный администратор отдела разработки ИТ-инфраструктуры
21;;;;;;Санкт-Петербург;СРО Союз «Инновационные технологии проектирования»;https://api.hh.ru/employers/2840571;https://hh.ru/vacancy/28385429;RUR;40000.0;80000.0;Системный администратор
22;;;;;;Санкт-Петербург;Красное & Белое, розничная сеть;https://api.hh.ru/employers/1035394;https://hh.ru/vacancy/25720958;RUR;62000.0;87000.0;Системный администратор
23;;;;;;Санкт-Петербург;Ручное производство;https://api.hh.ru/employers/2125044;https://hh.ru/vacancy/28503709;RUR;60000.0;100000.0;Системный администратор
24;39;59.942804;30.364233;Чернышевская;Радищева;Санкт-Петербург;Смарт Телеком;https://api.hh.ru/employers/227613;https://hh.ru/vacancy/27072832;RUR;67800.0;;Сетевой инженер + Системный администратор *nix
25;29;59.910379;30.306948;;Измайловский проспект;Санкт-Петербург;Решение;https://api.hh.ru/employers/214731;https://hh.ru/vacancy/28452628;RUR;40000.0;80000.0;Системный администратор
26;;;;;;Санкт-Петербург;Хеликс, лабораторная служба;https://api.hh.ru/employers/159033;https://hh.ru/vacancy/28133217;RUR;90000.0;;Старший системный администратор
27;;;;;;Санкт-Петербург;Wetail Ltd, Sweden (ИП Коршунов Вячеслав Геннадьевич);https://api.hh.ru/employers/3740580;https://hh.ru/vacancy/28560024;RUR;50000.0;90000.0;Системный администратор со знанием PHP
