;addr_build;addr_lat;addr_lng;addr_metro;addr_street;city;employer_name;employer_url;employer_url_vacancy;vac_money_cur;vac_money_from;vac_money_to;vac_name
0;;;;Петроградская;;Санкт-Петербург;B2Broker;https://api.hh.ru/employers/2234168;https://hh.ru/vacancy/34507506;RUR;150000.0;200000.0;Python developer
1;;;;;;Санкт-Петербург;Sibedge;https://api.hh.ru/employers/636653;https://hh.ru/vacancy/34411865;RUR;80000.0;160000.0;Python разработчик
2;3;59.959012;30.313523;;улица Мира;Санкт-Петербург;Цифровое проектирование;https://api.hh.ru/employers/4327016;https://hh.ru/vacancy/34418115;RUR;180000.0;;Senior Python Developer
3;3;59.959012;30.313523;;улица Мира;Санкт-Петербург;Цифровое проектирование;https://api.hh.ru/employers/4327016;https://hh.ru/vacancy/34419433;RUR;110000.0;;Data Scientist
4;;59.931017;30.36144;Маяковская;площадь Восстания;Санкт-Петербург;CS.MONEY;https://api.hh.ru/employers/3574533;https://hh.ru/vacancy/34449824;RUR;120000.0;150000.0;Python разработчик
5;47;59.973473;30.334023;Выборгская;Выборгская набережная;Санкт-Петербург;АвтоТрансИнфо;https://api.hh.ru/employers/10607;https://hh.ru/vacancy/34312615;RUR;120000.0;;Python web-developer
6;;;;;;Санкт-Петербург;DataFork;https://api.hh.ru/employers/3319598;https://hh.ru/vacancy/34597562;RUR;100000.0;140000.0;Junior Quantitative Researcher
7;12;59.983995;30.331139;Лесная;Кантемировская улица;Санкт-Петербург;NGENIX;https://api.hh.ru/employers/656166;https://hh.ru/vacancy/34345687;RUR;;170000.0;Разработчик / Инженер-программист (Python)
8;5;59.9684463879;30.3156769001;Петроградская;набережная реки Карповки;Санкт-Петербург;Varwin;https://api.hh.ru/employers/3318311;https://hh.ru/vacancy/34353964;RUR;100000.0;;Computer Vision Engineer
9;18;59.934231;30.31029;;Малая Морская улица;Санкт-Петербург;Spark Equation;https://api.hh.ru/employers/1787419;https://hh.ru/vacancy/33983515;RUR;150000.0;220000.0;Senior/Lead Fullstack Python Engineer
10;12;59.903002;30.398181;Елизаровская;улица Седова;Санкт-Петербург;Ю.Би.Си;https://api.hh.ru/employers/3854473;https://hh.ru/vacancy/34367390;RUR;90000.0;;Python Developer
11;;;;;;Санкт-Петербург;Alandarev Limited;https://api.hh.ru/employers/4414395;https://hh.ru/vacancy/34560879;RUR;140000.0;;Python/Flask Engineer
12;6к4;60.008464;30.357478;Политехническая;улица Курчатова;Санкт-Петербург;AirNet;https://api.hh.ru/employers/679216;https://hh.ru/vacancy/34568288;RUR;120000.0;;Python Developer
13;25/2;59.956958;30.298198;Спортивная;Большой проспект Петроградской стороны;Санкт-Петербург;Заубер Банк;https://api.hh.ru/employers/1080272;https://hh.ru/vacancy/31710797;RUR;150000.0;;Full Stack разработчик Python
14;;;;;;Санкт-Петербург;Nitka Technologies;https://api.hh.ru/employers/939874;https://hh.ru/vacancy/34557571;USD;2800.0;3200.0;Python Developer (remote)
15;;;;Площадь Александра Невского 1;;Санкт-Петербург;Лодка;https://api.hh.ru/employers/3824707;https://hh.ru/vacancy/33707205;RUR;200000.0;;Senior python developer
16;22;59.937887;30.267161;Василеостровская;17-я линия В.О.;Санкт-Петербург;220 Вольт;https://api.hh.ru/employers/824009;https://hh.ru/vacancy/32943241;RUR;120000.0;200000.0;Web Developer (Python)
17;;;;;;Санкт-Петербург;Vilesse;https://api.hh.ru/employers/1510254;https://hh.ru/vacancy/34468928;RUR;120000.0;180000.0;Full-stack разработчик на Python (Django / React)
18;;;;Площадь Александра Невского 1;;Санкт-Петербург;Лодка;https://api.hh.ru/employers/3824707;https://hh.ru/vacancy/33360473;RUR;120000.0;200000.0;Middle python developer
