;vac_name;vac_money_from;vac_money_to;vac_money_cur;city;employer_name;employer_url;employer_url_vacancy;addr_metro;addr_street;addr_build;addr_lng;addr_lat
0;Frontend Developer Vue, JavaScript/TypeScript;120000.0;200000.0;RUR;Санкт-Петербург;Plumsail;https://api.hh.ru/employers/1752125;https://hh.ru/vacancy/41561798;Невский проспект;Садовая улица;23/6;30.325103;59.930173
1;Frontend-разработчик (Vue.js);120000.0;150000.0;RUR;Санкт-Петербург;Ай Ти Сервис;https://api.hh.ru/employers/3539265;https://hh.ru/vacancy/41503693;Чёрная речка;Торжковская улица;1к2;30.305762;59.986808
2;Middle frontend developer (Vue.js, Nuxt.js);150000.0;250000.0;RUR;Санкт-Петербург;Медиалайн;https://api.hh.ru/employers/3951636;https://hh.ru/vacancy/41527604;;;;;
3;Front-end developer React JS (удаленно);150000.0;;RUR;Санкт-Петербург;Helastel;https://api.hh.ru/employers/4166575;https://hh.ru/vacancy/40350471;;;;;
4;JS / React - разработчик;130000.0;;RUR;Санкт-Петербург;Lenvendo;https://api.hh.ru/employers/1227460;https://hh.ru/vacancy/41052271;Старая Деревня;улица Савушкина;83к3;30.250013;59.985003
5;Node.js developer удаленно;140000.0;200000.0;RUR;Санкт-Петербург;B2Broker;https://api.hh.ru/employers/2234168;https://hh.ru/vacancy/38801519;Горьковская;;;;
6;Node.js developer;140000.0;200000.0;RUR;Санкт-Петербург;B2Broker;https://api.hh.ru/employers/2234168;https://hh.ru/vacancy/40555976;Горьковская;;;;
7;Senior Backend Developer (Node.js);;300000.0;RUR;Санкт-Петербург;StreamLayer Inc;https://api.hh.ru/employers/4680544;https://hh.ru/vacancy/41069046;;;;;
8;Middle/Senior Frontend-разработчик (Vue.js);120000.0;;RUR;Санкт-Петербург;Зорин Максим Александрович;https://api.hh.ru/employers/3929600;https://hh.ru/vacancy/41458907;;Невский проспект;22-24;30.324097;59.935944
9;Middle Frontend developer (React);110000.0;150000.0;RUR;Санкт-Петербург;Единая Информационная Система ЖКХ;https://api.hh.ru/employers/3719126;https://hh.ru/vacancy/41527998;;Тарасова улица;12/18;30.413964;59.949713
10;Frontend Web (JS) разработчик;60000.0;110000.0;RUR;Санкт-Петербург;TopDigital;https://api.hh.ru/employers/1388543;https://hh.ru/vacancy/40908822;;Якорная улица;16Б;30.442845;59.944332
11;Middle Frontend Developer (React JS);100000.0;;RUR;Санкт-Петербург;ИТ Проспект;https://api.hh.ru/employers/2613986;https://hh.ru/vacancy/41633079;Комендантский проспект;;;;
12;Программист C#;150000.0;200000.0;RUR;Санкт-Петербург;INDEV;https://api.hh.ru/employers/3746122;https://hh.ru/vacancy/41599745;Нарвская;площадь Стачек;9;30.272121709;59.9001082508
13;Frontend developer (React);170000.0;;RUR;Санкт-Петербург;Mygento eCommerce Solutions;https://api.hh.ru/employers/1643357;https://hh.ru/vacancy/38781907;Чернышевская;улица Чайковского;79;30.3656851865;59.9462288217
14;Front-End Developer (Vue.js);1500.0;;EUR;Санкт-Петербург;TR Logic LLC;https://api.hh.ru/employers/2898081;https://hh.ru/vacancy/40925139;;;;;
15;Frontend-разработчик;100000.0;180000.0;RUR;Санкт-Петербург;Zaauto;https://api.hh.ru/employers/3148609;https://hh.ru/vacancy/41503112;Нарвская;Двинская улица;3;30.255977;59.909391
16;Middle Frontend-developer (React/Vue.js);80000.0;120000.0;RUR;Санкт-Петербург;ГиперМетод;https://api.hh.ru/employers/63290;https://hh.ru/vacancy/41587070;Обухово;улица Грибакиных;25к3;30.45844;59.849664
17;JavaScript Developer;120000.0;180000.0;RUR;Санкт-Петербург;Джуси Лабс;https://api.hh.ru/employers/2968394;https://hh.ru/vacancy/41163472;;;;;
18;Frontend Developer (Angular) удаленно;100000.0;200000.0;RUR;Санкт-Петербург;B2Broker;https://api.hh.ru/employers/2234168;https://hh.ru/vacancy/38801518;Горьковская;;;;
19;Web-разработчик (Node.js, React);800.0;3000.0;USD;Санкт-Петербург;BeeJee;https://api.hh.ru/employers/2092867;https://hh.ru/vacancy/40752054;Выставочный центр;Васильковская улица;100;30.478275;50.382207
20;Full Stack программист;150000.0;;RUR;Санкт-Петербург;Персонал-Сервис;https://api.hh.ru/employers/1488079;https://hh.ru/vacancy/41536958;;;;;
21;Senior FrontEnd (ФронтЕнд) разработчик;150000.0;250000.0;RUR;Санкт-Петербург;SmmTouch LLC;https://api.hh.ru/employers/5023341;https://hh.ru/vacancy/40929917;;;;;
22;Frontend-разработчик (Angular);120000.0;;RUR;Санкт-Петербург;UGOL;https://api.hh.ru/employers/3208898;https://hh.ru/vacancy/41603253;Ладожская;Магнитогорская улица;30;30.422031;59.939532
